review	sentiment
"After perusing the large amount of comments on this movie it is clear that there are two kinds of science fiction movie-goers. There are the ones who are well read, extremely literate, and intelligent. They know the history of the genre and more importantly they know to what heights it can reach in the hands of a gifted author. For many years science fiction languished in the basement of literature. Considered my most critic to be little more than stories of ray guns and aliens meant for pre-pubescent teenagers. Today's well read fan knows well this history, and knows the great authors Asimov, Heinlein, Bradbury, and Ellison, who helped bring science fiction out of that basement. In doing so they created thought provoking, intelligent stories that stretched the boundaries and redefined the human condition. This well informed fans are critical of anything Hollywood throws at them. They are not critical for it's own sake, but look upon each offering with a skeptical eye. (As they should as Hollywood's record has been less than stellar.) To these fans the story must take supreme importance. They cannot be fooled by flashy computer graphics, and non stop action sequences. When the emperor has no clothes they scream it the loudest.<br /><br />The second type of science fiction movie goer has little knowledge about the written aspect of the genre. (Look at many of the above comments that state "Well I haven't read the book or anything by this author...) Their total exposure to science fiction is from movies or the Scifi channel. They are extremely uncritical, willing to overlook huge plot holes, weak premises, and thin story lines if they are given a healthy dose of wiz bang action and awesome special effects. They are, in effect, willing to turn off their critical thinking skills (or maybe they never had them!) for the duration of the movie. Case in point, I Robot. While supposedly based on Asimov's short stories and named after one of his novels, it contains little of what Asimov wrote and even less of what he tried to tell us about humanity and our robotic creations. (Those of you that will run out and buy I, Robot will be very much surprised-this movie isn't even based on that story at all!) <br /><br />The film has enormous plot holes, that at some points are stretched to the limits of credulity. I won't point them out. I won't spoon feed you. You need to practice you thinking skills and discover them for yourself. The characters, which are named after many of Asimov's characters, do not possess the critical intelligence that was a hallmark of his stories. The plot itself with all it's action sequences goes against everything that the author stood for. His belief that humanity possesses the capacity to solve problems using their minds, not their fists, is vital to understanding his vision of the future. In short, other than the name, their is very little of Isaac in anything about this movie. There will always be those uncritical (i.e. unthinking) who will state: "The movie doesn't have to be like the book. Due to the medium, movies sometimes require that changes be made." But what about a case where the movie never even tried to stay close to the book (or books) from the start? What if all they took from the written work was the title? This begs the question: Why tarnish a great body of work by slapping it's title on your vacuous piece of crap? Save money and don't buy the rights to the works. Title it something else. Don't use the character's names. Believe me no one will accuse you of plagiarism. In fact it won't matter what you title it to the unread moviegoer who accepts everything you throw at him. But it will upset those who read, who think, who are unwilling to simply let you give them a pretty light show. <br /><br />I, Robot, like much of Hollywood's take on the genre, pushes Science fiction back down into that basement it lived in years ago. Hollywood could not do this alone. It takes an uncritical mindless audience that will accept puerile dredge like this."	negative
"A splendid example of how Hollywood could (and still can) take a masterpiece of literary fiction and stupidly foul it up.<br /><br />In the case of "the Big Sky," writer Dudley Nichols and company arrogantly assumed they could improve upon a classic pioneer novel by the Pulitzer prize-winning author, A.B. Guthrie. In so doing, they removed the soul of the story and any edge and impact it may have had as a film adaptation.<br /><br />The epic nature of Guthrie's book and the evolution of its main character, Boone Caudill, from a naive, Kentucky lad into a hardened and competent survivor/mountain man, has been replaced with a downscaled riverboat farce that bears little resemblance to the author's intent. In the movie version, Boone's presence is nothing except underwhelming.<br /><br />Intriguing and even shocking plot elements that give Guthrie's novel impact and excitement have been removed for no apparent reason whatsoever. Most puzzling of all is the emphasis placed upon the Zeb Calloway character, who was an incidental, minor character in the book, only occupying a handful of pages. On the other hand, a very important and fascinating character, Dick Summers, the veteran pioneer, is missing altogether!!! It is also apparent that director Hawks decided the Zeb character in the movie, played by actor Hunnicutt, wasn't irritating enough. So Zeb/Hunnicutt was given a significant amount of time doing that obnoxious, voice-over narration that is the Hollywood short cut for incompetent screen writing, editing, and direction.<br /><br />Some movies have actually improved upon the books upon which they were based (William Wyler's "Ben-Hur" is an excellent example). But this is horrible and depressing not only as an adaptation of a novel but as a film unto itself.<br /><br />The story is dull and clichéd, and the characters - at least the ones that have not been edited out of the script - are just shallow and boring shadows of Guthrie's literary vision. And unfortunately, Kirk Douglas' star appeal, which could have helped lift this film, was scuttled by the milktoast role he was given.<br /><br />If you can believe it, the film version of Guthrie's Pulitzer prize-winning sequel, "The Way West," also starring Kirk, is even worse.<br /><br />In my opinion, "The Big Sky" further solidifies Howard Hawks' place as one of the most overrated, tepid directors in the history of cinema."	negative
"I had read many good things about this adaptation of my favorite novel...so invariably my expectations were crushed. But they were crushed more than should be expected. The movie would have been a decent movie if I had not read the novel beforehand, which perhaps ruined it for me.<br /><br />In any event, for some reason they changed the labor camp at Toulon to a ship full of galley slaves. The scene at Bishop Myriel's was fine. In fact, other than the galleys, things survived up until the dismissal of Fantine. Because we do not want to have bad things happen to a good woman, she does not cut her hair, sell her teeth, or become a prostitute. The worst she does is run into the mayor's office and spit on his face. Bamatabois is entirely eliminated. Because having children out of wedlock should also not be talked about, Tholomyes is Fantine's dead husband, rather than an irresponsible dandy. Valjean is able to fetch Cosette for Fantine before the Champmathieu affair, so they reunite happily, yet another change. Then comes the convent, which is a pretty difficult scene to screw up. Thankfully, it was saved. After this three minutes of accuracy, however, the movie again begins to hurtle towards Classic Novel Butchering.<br /><br />As Cosette and Valjean are riding through the park, they come across Marius giving a speech at a meeting. About prison reform. When he comes to hand out fliers to Valjean and Cosette, he says the one line in the movie that set me screaming at the TV set. "We aren't revolutionaries." I could hear Victor Hugo thrashing in his grave. OF COURSE THEY ARE REVOLUTIONARIES! They want to revolt against the pseudo-monarchy that is in place in favor of another republic, you dumb screenwriters! It's a historical FACT that there was an insurrection against the government in 1832. <br /><br />At one point Cosette goes to give Marius a donation from her father for the reform movement and meets Eponine. Except...not Eponine. Or at least not the Eponine of the book. This Eponine appears to be a well-to-do secretary girl working for the prison reformers (who are working out of the Cafe Universal as opposed to the Cafe Musain). Not to mention the audience is already made to dislike her thanks to her not-period, low-cut, tight-fitting dress and her snooty mannerisms.<br /><br />The prison reformers (Lead by the most poorly cast Enjolras that I have EVER seen) decide that handing out pamphlets isn't good enough anymore. So they're going to build barricades. I don't know about you, but I have never heard of reform movements tearing up the streets and building barricades and attacking government troops. About three hundred people (it was not supposed to be so many) start attacking the National Guard and building a bunch of barricades, etc. Eponine does die for Marius, thankfully. <br /><br />The rest of the movie is sort of accurate, except that Javert's suicide again seems hard to understand thanks to his minuscule screen time and odd character interpretation. The movie ends with Valjean watching Javert jump into the river. This is again inaccurate because Valjean would never have let Javert drown. He saved the man's life earlier, why let him die now? Then there's the whole skipping of Valjean's confession to Marius, his deterioration, and his redemption on his deathbed with Marius and Cosette by his side.<br /><br />Overall, I can blame the script mostly for the problems. While I am glad Enjolras and Eponine were at least present in the film, they were terribly misinterpreted, as was the entire barricade scene. The elimination of Fantine's suffering prevents us from feeling too much pity for her. That Cosette knows Valjean's past from the start messes with the plot a good deal. I did not even see Thenardier, and Mme. Thenardier only had a few seconds of screen time. The same with Gavroche. I did like Frederich March's interpretation of Valjean a lot, however, which was one of the redeeming features of the movie. On the other hand, Charles Laughton, for all his great acting in other movies, seems to have missed the mark with Javert. The lip tremble, the unnecessary shouting, and his acting in general all just felt very wrong. He also, like many Javerts I have seen, did not appear at all menacing, something required of the character.<br /><br />Again, this film would probably feel much better if I had not read the book. I would not recommend it to book purists, though. I would also say that the movie would have been a good adaptation for the time had not the infamously accurate French version come out the year before."	negative
"When I saw that Mary Louise Parker was associated with this epic novel turned film, I was intrigued. Being a fan of the book, I assumed she'd be playing Tony, Roz, or Charis, but more so, I was intrigued to see how they would turn this very head-y, almost psychological (but not psychological thriller) novel in to a movie that would be accessible to those who hadn't read the novel, and that would be at least mildly satisfying for those who had. The book is a complex reflection of society, women, and modern life, and I was interested to see how they used the 3 different narratives that lead to the unfolding of the story in a film. What they actually did was a crime.<br /><br />The biggest error and confusing issue is: Why would Oxygen, a network that advertises as being for women, take an amazing book about how complex, wonderful, and terrible women are and can be, and change the protagonist from 3 women to some dumb former cop with no real motive to be involved in the story? It seems like whoever adapted it took an easy way out by using this guy to straight up ask Roz, Tony, and Charis about how they knew Zenia and in doing that, they rushed through bulk of the book. In doing this though they muddied the story and cut everything that is great about the characters in it, aside from making it so the audience had no one credible to associate with. In the film, these women aren't people, they are characters.<br /><br />In the book Zenia does fake her death, but the book mentions it to get this point across, while the film wastes 30-45 minutes focusing on this former cop running around and doing nothing of use. They tried to make this complex book an episode of Law and Order or CSI.<br /><br />It turns out that Mary Louise Parker played Zenia, which was SO wrong. Zenia is a Catherine Zeta-Jones, Angelina Jolie, or maybe even a Scarlett Johnasson type. She is a woman men can't not adore, and a woman that women are intrigued and threatened by, but in a "keep your enemies closer" kind of way. And once she gets closer, she seems totally genuine and trust worthy, despite your better judgment. She's the kind of woman who, even when she loses, she wins: she's always still beautiful, still rich, and there are always still people out there who don't know her game.<br /><br />In the film, Zenia didn't take Charis's man (the blonde American draft dodger who was using Charis in the first place...) but instead took August and tried to become her legal guardian (and apparently came back to be her Lesbian lover as a lingering kiss at the coffee shop implies). And Zenia did kill the chickens before leaving with August, but it made no sense since all of the build up to it was removed. It's was as if whoever wrote the screenplay was grasping at straws to satisfy those of us who read the book, but I think had I not read the book, I would have spent the whole movie confused, if I had bothered to stick with it at all.<br /><br />And Roz's husband was dead before Zenia came in to the picture (which was weird since Zenia took Roz's business AND home life in the book, which is why Roz hated her so much) and she and Zenia had conspired to kill Roz's husband years and years back. And according to the film Tony and West had been dating forever...even at the party where Zenia and West (in the book) had painted the whole place black and they made Tony seem like this totally with it (and evil, bitchy) person who was always respected by everyone for her intelligence and popular for it. Tony's character was SO wrong in this film...she seemed a little psycho and like the mastermind behind whatever conspiring was going down as opposed to the kind of gawky, mildly reclusive teacher that she was in the book. The film basically implied smart women are evil, beautiful women are evil, powerful women are evil, and women who teach yoga are off their rockers.<br /><br />They basically tried to make it so Zenia wasn't necessarily as awful as she was in the book, and then, in the end, the three women convince this former cop (who, of course in the process of researching this, meets Zenia and has an affair with her that is supposed to end with them moving to Barbados or something ridiculous, which of course Zenia bails on) to hide Zenia's body (which they found splat at the hotel she was staying at, but the film implies that one of the three women pushed her over the balcony, or they conspired together to do it...) and then Zenia also managed to take all of Roz's money in the process. By the end of the film I was only half paying attention between commercials b/c it had spiraled so far out in space from what it could and should have been.<br /><br />If you aren't confused by this breakdown of the film, then maybe you would like it, because I have read the book and seen the movie, and from the movie alone I am ridiculously confused. It was terrible. I get that making a film out of that book is quite a task, but if you are going to take on the task, you should start by determining what in the book is unnecessary, instead of creating some useless character to be our Alice in wonderland. <br /><br />Are there really no fluffier books that Oxygen could be making at least half decent TV movies of?"	negative
"Well, it is hard to add comment after reading what is already here but I feel I must say something. I wasn't exactly looking for 'a splatterfest' as someone puts it or even 'blood and guts/gore'. I have some respect for the victims relatives although I really felt the filmaker DIDN'T. -They were nameless, faceless and meaningless. Just a vessel for Dahmers sexual antics.<br /><br />I watched this film with the kind of morbid curiosity that makes me think 'What makes a guy be a serial killer?' as well as wondering the specifics about the Dahmer story, of which I know very little. People here seem to think that the movie didn't have to cover the events of the Dahmer story.. I.E. his history, what happened when he got caught, the aftermath, etc but IT IS IMPORTANT! You see, I assume if you are American you WILL KNOW all of this. We do not all live in America. To tell this story about such a man as he obviously was, REQUIRES that at least SOME of the history and actual events are told/shown. This doesn't mean blood and guts, there are ways of showing horrific things in a movie by implication or clever filming without resorting to gore. Without even touching upon some of what he did (I found out more about him reading the user comments on this site!), the movie felt like a void. A moment in time with very little substance. I would like to know if there is a film about the REAL Dahmer because with its lack of direction, VERY slow pace that NEVER changes, Strange portrayal of homosexuality and the VERY unfortunate lack of ANY attempt at an ending, this movie is POOR. I would not recommend to anyone that they waste the time it takes to watch it. A definite 1 out of 10 (for the acting!)"	negative
"...and even then, even they can live without seeing it. To be honest, this film (if one deigns to call it that) is of real interest only to bondage freaks. Bettie Page fans will learn absolutely nothing new (and I do mean *nothing*), nor will they enjoy the warm fuzzies of experiencing anything familiar, loved, or cherished.<br /><br />Nevermind the abysmal screenplay, the wooden, less-than-community-theater acting, the utter absence of direction, the crappy lighting, or any of the rest of the bargain basement production values. This is definitely "Hey, kids, let's make a movie!" movie-making of the lowest order. I suppose one could be thankful that at least they knew how to run the camera. No, I'm sorry to say that none of that is germane to why this thing is so outright *wrong*.<br /><br />It's wrong because the young lady playing Bettie Page, a somewhat zaftig girl whose only resemblance to the Queen of Curves is dark hair and the trademark bangs, utterly fails to bring anything to the role beyond a willingness to be bound and gagged. This is apparently a good thing for her film career before and since this wretched excess, but not for the wretched excess itself, which consists primarily of a number of lovingly re-enacted B&D set-pieces sandwiched between horrendously awful faux-biographical scenes delineating Ms. Page's fall from grace (so to speak). There's actually probably more information, per se, about Page's life in the opening and closing credits than the rest of the movie.<br /><br />Do not be fooled. This is not a worthy companion film to "The Notorious Bettie Page." This is not a worthy film at all. This is a fetish piece that trades on the allure of one of the greatest pin-ups of all time, and does it without class, without style, and without any real sense of understanding the character of Bettie Page whatsoever. No true Bettie Page fan will find it to be anything but a disappointment, I guarantee that.<br /><br />Avoid at all costs. If free, remember that time is money, too. Yours may not be worth much, but I'm betting it's worth enough that you'll be sorry you wasted time with this one. That's it, I'm done, you've been warned."	negative
"This movie was bad beyond belief. I saw it during the 2004 San Francisco Film Festival. Before it started the owner of the theatre got up and told us how half the audience had left the theatre the night before, which happened to be its "world premiere." I don't think anyone in the theatre understood just how bad the movie was going to be at that point. We all understood by the end. <br /><br />Its not a documentary though it was sort of sold as one. Dark Angel was a bad biography and misguided homage to Bettie Paige, in which half the movie is actually just remakes of old Bettie Paige movies. The movie is only 90 minutes long and the content of those 90 minutes is sub par to say the least. A scene would start going then someone would say "wow you're so great Bettie, why don't we make another movie." this would be followed by a 5 minutes of a Bettie Paige remake which was almost as ridiculous as (and even more boring than) the normal part of the movie. by the end of the movie people were laughing every time another Bettie Paige movie remake came up. it was that ludicrous. I heard a lot of laughter in that theatre, but people were not laughing with the movie maker, they were laughing at the movie and its poor content and structure. This was easy to tell as the parts that would get the most laughs were the ones which were supposed to be serious or revelatory. <br /><br />I know movies are expensive. I have seen many cheaply made independent films but somehow the cinematography and quality of this movie set it apart from anything else I have ever seen. The movie looks like it was made for $12. The cuts, the graininess, and the lack of a sensual plot made this a memorable experience. This movie makes "Dude, Where's My Car?" look like Citizen Kane. <br /><br />My friends and I left the theatre feeling like we had just paid 8 dollars to be tortured. The only redeeming part of the experience was that we got to laugh about the fact that someone had actually made this movie and thought it was good. Apparently, the previous night, the night of the "world premiere" the director/writer/producer had been in the audience and had gotten to witness people laugh at and walk out on his movie. Bettie Paige's movies were destroyed. They should destroy this movie too."	negative
"I entered the theater to Sky Captain in 2004 expecting a good film. Nearly every review of this movie had been positive, the effects looked enticing, the previews convincing.<br /><br />Needless to say, disappointment actually doesn't describe the feeling I got from this film. It was rage.<br /><br />Beyond being boring and poorly written, the reason this film gets a 2 out of 10 stars is because everything in the film was stolen from another source. I understand the difference between an homage and stealing: this was stealing. More importantly, it seems that the filmmakers didn't steal to progress a point or move the plot along. They stole just to show that they could. There is literally no point to showing a clip of The Wizard of Oz in a theater at the beginning of the movie except to set up another scene (that I won't elaborate on) which steals from the same film. Needless to say, every concept in the film was neither original nor even a spin on an old concept: it was literally just a rehash of something I had already seen, from pulp-era robots reminiscent of the old Superman Cartoons and the recent film "The Iron Giant", to the silent martial artist minion of the villain that has been used in countless films, most recognizable in recent years as Darth Maul in "Star Wars: The Phantom Menace".<br /><br />On the subject of the actual film, most of the performances were completely wooden. Perhaps this is because the entire movie was done on a blue-screen, with computer imagery filling in everything save the actors. Frankly, this is no excuse for poor acting. If a person was ever a child, they understand that a lack of visual reference is no excuse for not trying.<br /><br />Finally, there is no humanity in this film. The protagonists are the only real human beings here. Nearly all the antagonists are robots, and the number of friendly characters that are shown during the film can be counted on one hand. If robots are attacking the entire planet, shouldn't we expect to see masses of humanity running from them? The sub-par performance of the main characters prevents us from connecting to, really, anything here.<br /><br />The film wasn't the worst movie out there, which is why I didn't give it a 1. Rather, the film was an example of all that is wrong with modern action films: the filmmakers tried to justify the movie with special effects, but without artistic vision or originality of any kind, it falls flat."	negative
"In the wake of Lock, Stock and Two Smoking Barrels, the British film industry rapidly became swamped with bad gangster films in the late '90s-early '00s that seem even more desperate today than they did then. In one of the all-time great cases of pearls-from-swine, the producers of Rancid Aluminium brazenly plastered the quote 'The best film of the century' from one review all over the ads while omitting the rest of the sentence pointing out that that was only because, at the time of writing, it was the only film that had been released in 2000. Looking at it today it's hard to imagine how it ever got made, uniting a cast that was briefly considered the cream of Cool Britannia's Lads Mags Brigade  Rhys Ifans, Sadie Frost, Nick Moran and Joseph Fiennes  but now merely a guarantee of a turkey every time in a confused adaptation of a confused James Hawes novel. That the plot is never explained could be down to the possibility that no-one really knows what it is, or perhaps simply don't think it matters. Something to do with Ifans' businessman being set up with Steven Berkoff's homicidal Russian crime lord in a money-laundering or investment scheme (it's never clear which because no-one ever asks) by Fiennes' crooked Irish accountant, who expects the Russians to kill off Ifans so he can take over his failing company. Things get increasingly confused and underexplained from there on, Ifans alternates between shouting about how terrible his life is while juggling visits to the fertility clinic and sleeping with his secretary and Tara Fitzgerald's ludicrously accented Russian temptress, Berkoff keeps on saying "Bizniss" and "Francis Drake" and Fiennes does a decent Irish accent while proving that just because he played a great writer in Shakespeare in Love doesn't mean he's any judge of good writing when it comes to film scripts.<br /><br />When the most convincing performances come from Keith Allen and Dani Behr, you know a film is in deep trouble. With Poland standing in for a Russia filled with people with Polish accents and a strange score that veers from John Barry pastiche to lounge music to Ennio Morricone spaghetti Western on a stylophone budget, it fails completely in the cool stakes it's aiming for and ends up in a curious overplotted but almost plot less limbo all its own, sitting there like a joke shop dog turd."	negative
"This is a film that had a lot to live down to . on the year of its release legendary film critic Barry Norman considered it the worst film of the year and I'd heard nothing but bad things about it especially a plot that was criticised for being too complicated <br /><br />To be honest the plot is something of a red herring and the film suffers even more when the word " plot " is used because as far as I can see there is no plot as such . There's something involving Russian gangsters , a character called Pete Thompson who's trying to get his wife Sarah pregnant , and an Irish bloke called Sean . How they all fit into something called a " plot " I'm not sure . It's difficult to explain the plots of Guy Ritchie films but if you watch any of his films I'm sure we can all agree that they all posses one no matter how complicated they may seem on first viewing . Likewise a James Bond film though the plots are stretched out with action scenes . You will have a serious problem believing RANCID ALUMINIUM has any type of central plot that can be cogently explained <br /><br />Taking a look at the cast list will ring enough warning bells as to what sort of film you'll be watching . Sadie Frost has appeared in some of the worst British films made in the last 15 years and she's doing nothing to become inconsistent . Steven Berkoff gives acting a bad name ( and he plays a character called Kant which sums up the wit of this movie ) while one of the supporting characters is played by a TV presenter presumably because no serious actress would be seen dead in this <br /><br />The only good thing I can say about this movie is that it's utterly forgettable . I saw it a few days ago and immediately after watching I was going to write a very long a critical review warning people what they are letting themselves in for by watching , but by now I've mainly forgotten why . But this doesn't alter the fact that I remember disliking this piece of crap immensely"	negative
"This movie was a real torture fest to sit through. Its first mistake is treating nuclear power as so self-evidently a 'bad thing' that it barely needs to convince the audience of it. When it does stoop to putting in its argument, it has the participants breathlessly deliver barely substantiated facts ; all that's missing is someone crying "when is someone going to think of the children!". While watching this movie, I kept thinking "where'd you hear that?" or "that can't possibly be true" - yet little of the info was backed up by any reliable sources. And bless 'em, the 'regular folks' in the movie came across more like Luddites than people with any understanding of the pros and cons of nuclear power; to be fair, that might be the fault of the film-makers, but equally fairly, it's a condition shared by the movie's rock stars.<br /><br />As for the performers........... Now some of these people are highly respected musicians whose music I've enjoyed, and I'm sure a few of them really did believe in this cause. But they all come across as wheezing old hippies desperately searching for something to get worked up over, now that the 60s have passed them by. Particularly embarrassing are Graham Nash and James Taylor. Nash seems to be trying too hard - he looks like he can't possibly believe the things he's being told (not that I blame him), but desperate to feel noticed and included. James Taylor performs what has to be the wimpiest protest "anthem" ever, "Stand and Fight", in the most sickeningly cheerful way you can imagine. In fact, most of the performances are pretty bland when they're not being patronizing. Nobody seems worked up by this event, as if it really doesn't mean much to them at all. It's worth noting that the driving force behind this whole event seems to be John Hall, of the band Orleans, and responsible for some of the wimpiest MOR pop of the 70s. (Remember, if you dare, "Dance With Me" and "Still the One".) It's worth noting because that's symbolic of how the cause here fails to inspire any real passion in the music. The cause is supposedly life-or-death, but everybody sleepwalks through their numbers like they're playing the Catskills. Except maybe Gil-Scott Heron - his protest number "We Almost Lost Detroit" is on topic at least, but delivered with all the smugness of a high-schooler impressed with how 'controversial' he's being.<br /><br />Only Bruce Springsteen's performance raises a pulse; I've never been a big fan of the Boss, but he absolutely smokes, no question. Part of me thinks he was taped separately, at another event, and edited into this movie to give wake the audience. Compared to the general blandness and air of self-satisfaction here, it's no wonder Bruce was hailed as the savior of rock'n'roll.<br /><br />But even his performance is hobbled by the lifeless concert shooting. I don't expect a lot of flashy camera movement from a '70s film, but the shots are unnecessarily static, broken up only by split-second cutaways to a back-up singer's tonsils. Now, some of this may be because the performers are lifeless to start with; and *maybe* the film-makers are more skilled at shooting documentaries than concert footage - but all you have to do is watch "Rust Never Sleeps" or "The Last Waltz" to see a movie like this done with more skill. And with more exciting musicians. <br /><br />So really, there's only two things to watch this movie for: Springsteen's stellar performance, and as a sad snapshot about a counter-culture in decline."	negative
"An allegation of aggravated sexual assault along with some other unpleasant peccadilloes, including improper use of a broom, are made against half a dozen or so of the most popular high-school jocks in Glen Ridge, New Jersey, by a "mildly retarded" student (Heather Matarazzo). The investigation and building of the case are handed over to the DA's office, where Ally Sheedy and Eric Stoltz are put in charge.<br /><br />Rumors about the case spread through Glen Ridge, an upper-middle-class suburb where the jocks are adored by everyone in the community. (One of their fathers is a police lieutenant.) Nobody believes Matarazzo. "Our boys would never take a slut like that down to the basement, rape her, and subject her to such sexual humiliation." The question is whether Sheedy and Stoltz will ever be able to shape a sufficiently cogent case that they can bring the jocks to trial. Matarazzo is not an ideal plaintiff. She's desperate for love and friendship, and that makes it easy for faux friends to mislead her into making false statements. A slimy reporter says, "You can trust me," but it turns out the reporter can't be trusted at all. Another student, a very popular girl in school, pulls a Linda Tripp on Matarazzo, pretending to be her bosom buddy but all the while asking her leading questions about the incident -- and taping the results! As a consequence, watching this story unfold is like being on a roller coaster. At first it looks like a good case for Sheedy and Stoltz. But then, oops, the community organizes against the law. Then it looks good again. But then the reporter interferes. Then that obstacle is no sooner overcome, than Linda Tripp pokes her big nose into the investigation and makes public the tapes that seem to indicate Matarazzo was lying. (Well, actually, she WAS lying -- but she was lying to her interrogator in order to please her.) Then that's overcome, but Matarazzo objects to taking the stand because she doesn't want to be characterized as "retarded." Eric Stoltz is fine in the part of the prosecutor. I say that for the simple reason that he and I lived in Pago Pago around the same time. (I hope he wasn't the kid I had that altercation with at the bar of the Seaside Club. If he was, I take back my compliment.) Ally Sheedy is a strange actress and hard to characterize. She did a marvelous self-restrained job in "Fine Art" but I didn't sense any particular effort being put into this role, which was rather formulaic anyway. I mean, neither she nor Stoltz nor anyone else could give a bravura performance in what's essentially a comic book story.<br /><br />The producers and director had the good sense to choose Heather Matarazzo for the role of victim. The very worst thing they could have done is cast an ethereally lovely, neotenous blond. Instead, Matarazzo, without being at all ugly, looks rather plain and this ordinary quality is complemented by her grooming and make up. Nor have the writers turned her wistful and gentle. She has a temper and is sometimes irritating to listen to, which is all for the good.<br /><br />Matarazzo's character is the best drawn in the film. The jocks are stereotypes. Pure evil. They think themselves above the law, barge in on some nice girl's party in East Orange, trash the place during a party far worse than "La Dolce Vita's" climactic orgy, and leave without explanation or apology. They deserve to get it in the neck -- and they do.<br /><br />I referred to this as a comic book story and that's pretty much what it is. It challenges none of our prejudices. It reaffirms out belief that the world can be divided into Good and Evil. And we don't have a moment's doubt about who's who. What I'm waiting for -- not really, that's just rhetorical -- is a movie almost exactly like this one and a dozen others, but in which the victim is LYING in order to get her name and photo in the papers and garner all those sympathy chips from right-thinking folk like the rest of us.<br /><br />The film is based on a true story, as are so many others we've all seen, and even more fictional features. (Eg., "The Accused".) Some are good, some are strictly routine. Okay. Fair enough. Now when do we get to see a film about the Tawana Brawley case, in which the teen-aged girl disappeared on a whim for a few days, then had her friends strip her, tie her up, and smear her with dirt, so she could claim she'd been abducted and raped by the police? Now THAT would be a challenge in a way this one simply is not."	negative
"The "documentary", and we use that term loosely apparently, summarizes that Muslims are trying to violently take over the world. Then states that any Muslim that doesn't admit this is either ignorant of their own faith or lying to your face! Also every person that is interviewed in the film has found a market for their ludicrous take on reality by selling claptrap to conservatives willing to let others do the thinking for them. What the West NEEDS to know is this is nothing more than propaganda aimed at mental midgets. If you are looking for an actual documentary on Islam and the current state of the Middle-East I would look elsewhere. Try something that provides multiple points of view from qualified sources."	negative
"Not exactly a new story line, but this romantic comedy makes the concept work. A young man(John Cusack) and a drop dead gorgeous woman(Kate Beckinsale)keep meeting by chance and wonder if they are meant for each other. Although both are promised to others...oddly enough they still feel that their soul mate is out there somewhere. A little sappy in some places, but viva la love. Being a romantic I am almost obligated to be riveted. My favorite scene is where Cusack is on the ground and snow starts falling. The finale is almost too sweet, but most deserving. This is not one of Cusack's deeper roles, but who in the hell could not be smitten by Beckinsale. Notable support is provided by Jeremy Piven and Molly Shannon. John Corbett plays the worst role I've ever seen him in. On the other hand Eugene Levy is quirky and funny. Watch this with your soul mate."	negative
"I'll probably get a lot of flack for hating this movie- guess I didn't approach it with the proper dewy-eyed nostalgia of the generation before me. But suffice it to say- St Elmo's Fire was pretty crap-freaking- tastic, even as far as Brat Pack films go.<br /><br />Here is yet another lovely example of the smug, self-indulgent neurosis that is everything 80s (RENT, anyone?) The plot is virtually non- existent and the philosophies are kitchy at best, poorly delivered the rest of the time. The complete lack of anything resembling sympathetic characters doesn't help the situation. There really was no growth, no forward movement at all. Even the climactic suicide scene was effectually neutered by once again refusing to let death or anything resembling reality or adult life enter in. <br /><br />Each cookie cutter figure simply goes about making you hate them in the blandest, most predictable way possible. The Stalker is a creep for no discernible reason other than he is a Stalker and Andie MacDowell is gorgeous. The Jackass does everything in his power to constantly remind you he is, well, a jackass. The Gorgeous Slut hides really soulful, deep pain with a wild lifestyle. The Poet moods and mopes around for a full 3/4 of the film until he can reveal (!) he actually is full of teddy bears and sunshine and rainbows. The Virgin finally becomes a whole, happy human being after getting every Virgin's desire of one hot roll in the sack with a Jackass before he ditches her to really change (for real this time). The Cheating Bastard cheats until it is time for him to get caught. And finally The Feminist go around dousing holy water on any soul that utters "commitment".<br /><br />Which brings me to my final beef- what bond of super-cement was holding these people together as friends? I can't imagine being with just one of them- Now think of the vortex created by all that narcissism centered in one bar. And they were all so terrible to each other- heads in toilets, near rape, and sleeping around with everrrryone. The cherry was after two BFFs act like total baboons after screwing the Feminist, she's like, "umm, actually I don't want to be with either of you anymore. Let's be friends! And we can hang out in a totally unawkward way every day knowing that I may hook up with one or the other at any given point, but neither of you are satisfying enough for commitment (NOT THAT WORD!)." And they all smile as if to say, "Golly gee, I never thought of that! What a great idea!"<br /><br />Only it's not. Kinda in the way that watching this movie is not."	negative
